User, App, Data, Ease
1000, 4.974685235115162, 1.054884083699856, 1.003492831145951
1001, 1.7528604486179218, 1.0599113148481445, 2.9794741027029934
1002, 3.312584053081232, 1.9002547805765626, 4.8959344254916735
1003, 4.969397672142608, 1.6642515678089553, 4.738966812323359
1004, 4.987858081951064, 1.3275573430944128, 2.4014676623609246
1005, 4.998740543888317, 4.926217545081887, 3.692816251635109
1006, 4.948203272876257, 1.0100632673032661, 4.998044037301945
1007, 4.996551528270568, 1.002138964142748, 1.050023335500711
1008, 3.937224285158262, 2.064273480952546, 2.4388485597169134
1009, 1.0089877983599667, 3.8811146476134417, 1.2851309044555363
1010, 4.082155108204038, 3.450585368195453, 4.9986663016387185
1011, 3.786844077787904, 1.106445101519941, 1.7845856892076717
1012, 4.00336780055384, 4.864485538917777, 4.897875515460526
1013, 1.0243925381087629, 1.0441783409874847, 4.88776899779321
1014, 2.6818866874894933, 1.0266952846930315, 1.0645894157616895
1015, 1.0258648322834059, 4.996321375013842, 1.0015881205476613
1016, 1.010133562353288, 4.977703087031745, 3.3946699081532477
1017, 4.999911318306647, 2.4067363273293245, 1.0335990477439818
1018, 4.966130013813265, 1.088073947532317, 1.4800844521793475
1019, 1.0649674013590704, 4.986887578094717, 3.0680338122109836
1020, 3.6827993607439637, 1.0024676729285498, 2.056582537100599
1021, 2.4759554996982764, 4.404204559268318, 1.0117590519267594
1022, 4.92695705767352, 2.6566649383332726, 4.193785462150708
1023, 1.0353417944805487, 1.0733093115167136, 1.0047128148118267
1024, 4.941413816851485, 4.987213109290334, 4.879092466838705
1025, 1.3732385318953395, 4.837566703883841, 1.0400488309203502
1026, 4.574681289341122, 4.9492888845715886, 4.999915689061056
1027, 1.3683942726326872, 1.0017853356776132, 4.962709683856211
1028, 1.010910960266891, 1.1661797905571298, 1.181315341761078
1029, 1.2593672741310804, 1.0730217477672834, 4.962640492259794
1030, 1.0860391661159265, 3.5724891944691057, 1.001134874606902
1031, 1.0027087144398976, 1.0879193568271617, 1.7316308370122484
1032, 4.940341702461663, 3.465850234411844, 4.992934836134279
1033, 1.008666085120489, 4.189827148802948, 4.963588601367178
1034, 4.977852847285908, 2.0644645083586184, 4.886803976472639
1035, 1.970268657508139, 4.994616448638133, 1.6260619453478922
1036, 1.0386131786223491, 1.181746787458094, 3.3708955132264444
1037, 2.788989578528543, 1.1016675978166641, 1.1743444735618649
1038, 3.471590172924471, 1.012976848582852, 1.3190898000481093
1039, 4.975357911761953, 3.8524386881372568, 1.7453052344171855
1040, 4.202016800513913, 4.996649166166924, 3.0660298465202063
1041, 4.999874636091538, 1.1675445768860062, 1.2097298977040745
1042, 1.0005880628922608, 1.1310231767581496, 4.978381550978758
1043, 4.844210734578812, 2.268127546498186, 3.6430097913230832
1044, 3.4958822719563387, 1.1713007766369226, 4.499738989058649
1045, 4.922850304875341, 4.37824689594485, 2.7889015804469466
1046, 4.9997464805017175, 4.293159556685436, 1.017788431192804
1047, 1.2690387928943774, 1.082432351124704, 4.913515659576647
1048, 4.79136576974087, 1.9313152083925944, 2.8421583619303035
1049, 4.997137450832883, 4.93000265990612, 1.5861900373113522
1050, 2.9631395532113496, 3.319528378870752, 4.733178880538677
1051, 3.4852294975023157, 4.96053722484134, 1.032811219095081
1052, 4.842552421899127, 4.891099232149837, 4.957048295088387
1053, 1.0074247273294599, 4.657951806945325, 1.0078447138504627
1054, 1.4383401167914842, 1.0325917984731687, 4.893526910985995
1055, 3.888723486397969, 4.967654395913615, 1.0745929754421868
1056, 2.986289839294094, 1.8561970783373984, 4.994277051065256
1057, 3.8960886907153918, 3.6284611367650785, 1.1347881890820453
1058, 4.507051395166597, 1.0114778943266713, 2.359209351695761
1059, 3.6661426621990687, 1.3712564386915749, 4.960111017368343
1060, 3.0703915944767606, 4.935526650955396, 1.0125722799984
1061, 4.990290382950593, 1.0119304467822783, 2.5726156641946463
1062, 1.2411802069767561, 1.0026240646672435, 1.0149108113317882
1063, 1.2696687267206868, 1.6344860491151079, 1.1740772888330115
1064, 1.0022928881733217, 2.584627648558535, 4.999625177673235
1065, 1.2071241469106546, 4.694155646582979, 1.0006964751498466
1066, 1.003713145973684, 4.914801934145948, 4.766736031419851
1067, 3.111035932338527, 4.9291968703781155, 4.823301386743507
1068, 1.5930242615359074, 1.0022170015646483, 2.394725110632214
1069, 4.528795202886255, 1.0104073302800989, 4.847098664939691
1070, 3.4577726582709327, 3.6746568863301747, 3.968116186311347
1071, 4.35801440694815, 1.0077963766021325, 4.874390442418567
1072, 4.498587973509184, 1.6477258269816626, 1.9745099195038605
1073, 1.0024373373258328, 2.500446044908073, 1.1074219726015195
1074, 1.1694076039755534, 4.890541815037647, 1.3868655950053246
1075, 4.830887363062458, 4.999644184435573, 2.763132436516493
1076, 1.7387014076500595, 4.971749765250836, 1.041445991771255
1077, 1.006729689513011, 4.8712376345551345, 4.843647055682019
1078, 1.1021818281278337, 4.993298653201704, 2.054721927214793
1079, 1.00238050715315, 4.970534456614157, 4.992715733885866
1080, 2.0560348397959434, 1.115405300792831, 4.997367224064686
1081, 1.0884442073859584, 1.1088761785172432, 1.1462900122965325
1082, 1.1718241252930655, 1.200076536548254, 3.247609894611083
1083, 4.861187285407493, 4.985483651786088, 1.0331992709998876
1084, 4.956693247755891, 1.2500651811613732, 3.0056108337393463
1085, 1.0427863602389353, 4.99880379911715, 1.0007918490617862
1086, 1.0024956053228706, 1.100429188536635, 1.003635647876989
1087, 4.799720385440924, 4.893991338865255, 3.2507545442084953
1088, 4.995190025189987, 3.066908229776919, 2.1984106016414158
1089, 1.217391343884807, 4.365895034787807, 4.7831035188241495
1090, 3.136773013705984, 1.023188097753734, 4.9529592698323865
1091, 4.29726105126397, 4.9851497260293325, 4.252074819873842
1092, 4.127479856026998, 4.962413321806582, 1.0461967980674167
1093, 4.157187666196246, 1.219524199561671, 1.120534575830625
1094, 1.107797374778212, 1.5550449091262568, 2.9041375099137294
1095, 3.1436321345359914, 4.994681286518355, 4.80594843613688
1096, 4.905414268229099, 4.986545471327844, 3.2785418436988727
1097, 3.289390176718057, 1.1988632636686498, 1.0011754348377502
1098, 5.0, 4.995353515034358, 1.002194769774648
1099, 1.0394751279509935, 1.1728818081163357, 1.1132452775818036
1100, 4.997702498587984, 1.7938722304066423, 2.6155127056011103
1101, 4.992085850248544, 1.0373505617719505, 2.353843917372128
1102, 1.3346826157807126, 4.994804145805305, 1.0658101846158792
1103, 4.9995750672418415, 4.990329499391233, 4.977245738006317
1104, 4.99480351621974, 1.0050789173234849, 4.9980245725225005
1105, 3.399136046414676, 2.6808322427212876, 4.998608789023673
1106, 4.914808087554864, 1.2116777204406426, 1.4082309307876655
1107, 1.256783102677964, 1.0119928226742196, 1.8561488377427213
1108, 3.869754779369996, 4.149799128146729, 1.003202485853081
1109, 3.571036997151515, 4.982925733036017, 1.052946110690767
1110, 3.5767094434694124, 4.999758562178994, 1.0315228538070276
1111, 1.595788365765389, 4.923662736125057, 4.532160362379365
1112, 2.8059046869298445, 3.911225446447722, 2.7096019393293895
1113, 1.0023701804578056, 1.1000452669813814, 4.924996657444338
1114, 4.229907006912672, 1.0114780753332426, 4.93002298391761
1115, 1.0411238404746044, 4.838357351135572, 4.992301047302836
1116, 3.833899156287365, 4.557157441854488, 4.8307546045386776
1117, 3.3516032061854055, 3.0332158176152526, 1.005053093352493
1118, 1.102466010520228, 1.2430180691894752, 1.0450689252812944
1119, 3.855583051057294, 4.987725212482669, 4.999237496020521
1120, 4.970979162742361, 3.3025503002249055, 2.8332946949842905
1121, 4.648920362251786, 4.997205011662373, 4.935365135954435
1122, 4.249428018469213, 2.5458290959699057, 4.8096538533751625
1123, 4.996085109563092, 1.1863063952584532, 1.6343216648820578
1124, 4.997535809764359, 4.956090983910545, 4.984113596580088
1125, 1.0738469860404376, 1.001068874486542, 3.385661576243075
1126, 1.7064329160925173, 3.606710600338592, 4.998532436862613
1127, 1.9858260709951128, 1.0452204058721182, 1.134715868631532
1128, 4.806234688218827, 4.933874604123049, 4.981991423955163
1129, 4.978294447190758, 1.2485958838375144, 1.0011882952325017
1130, 4.224527911674437, 2.5499891541345665, 1.0072788828446155
1131, 1.015670202619332, 4.998642012206284, 3.2355721900823458
1132, 3.9327753180626037, 4.998565991555842, 1.000628393614711
1133, 4.988508377429193, 1.0280223330628886, 1.0406507305122343
1134, 2.9757416134002153, 1.1056671840386336, 1.3699641770159217
1135, 4.842093967567441, 4.936978845149595, 4.890247211266839
1136, 4.9963311630583185, 1.000018800770174, 1.3074610308762395
1137, 4.999981098993547, 4.92970009750169, 3.735161364027356
1138, 4.154247399822098, 4.997442012598847, 4.859676798313654
1139, 1.155827082949195, 1.230475054743799, 1.0515604712200566
1140, 1.0020546150314291, 1.0012453493598739, 1.2656600602578159
1141, 3.7093750184325818, 4.998636649776189, 1.8057118599997775
1142, 3.636794321491829, 4.993753825617826, 4.778676221776943
1143, 4.269475089168649, 4.999676992309604, 3.229723877513908
1144, 2.318222320230369, 4.879379312067493, 4.821297838927643
1145, 1.0026924385262626, 1.3203570371639912, 1.1533750168697163
1146, 4.950869872600875, 1.0643109788909533, 4.957235403585189
1147, 3.3532296394671053, 4.9960749921045595, 4.895792807303217
1148, 1.0081566727330946, 4.998500750097705, 2.475565580771799
1149, 1.4142594050275827, 4.990705632235759, 1.4632466743437702
1150, 1.1970711965278584, 1.191124137254951, 1.2042795620030065
1151, 4.875614740730437, 4.996187421733331, 4.971098239947599
1152, 3.5558334657317894, 3.395173963271432, 1.061021038788932
1153, 4.7148788966875745, 2.8084484173296516, 4.711087239747813
1154, 4.984985932442621, 4.987705536052912, 1.0147447339338274
1155, 1.1128498289180713, 1.0475924648083785, 1.245403968182948
1156, 2.4737358182156646, 4.664101020275579, 4.989483545479208
1157, 4.9346114670528465, 4.762421435627843, 4.2751535464949955
1158, 3.651388386802634, 2.797538376966884, 4.707806396560317
1159, 4.828677519732019, 2.500892181975206, 2.6638698309679683
1160, 4.589390976867294, 4.9389581259287665, 4.855085785750646
1161, 2.917799028601978, 1.0011489717683129, 4.375077793662361
1162, 4.6515043940396446, 2.0601079512262794, 3.558870579640668
1163, 4.998094953344834, 1.1826815899182337, 1.0028765890698144
1164, 1.0093097990891515, 1.047934078346481, 1.0105981396048989
1165, 1.1250136419132837, 4.938671278135775, 4.940842256779463
1166, 4.933903343117152, 2.5927440876488306, 3.615756441630731
1167, 2.0535252122898213, 2.837195456839795, 4.2143665153023955
1168, 1.5561979072255316, 4.838742924442849, 4.999930841931219
1169, 3.1624144742119373, 4.778052195472056, 4.787808915710642
1170, 1.220291245123107, 4.996454851112081, 4.679053703740844
1171, 4.999939056758819, 1.022643092861834, 4.959011110945681
1172, 4.96945213539218, 1.0834807526669303, 1.5613782299039678
1173, 4.987289412425447, 4.221276285351239, 4.360550675125844
1174, 4.9881499291949885, 4.942315863022674, 4.368078043941087
1175, 1.4784428915812011, 3.7377690457938546, 3.3015673141269706
1176, 1.0038698513938138, 4.9697621450659835, 1.023122863620843
1177, 1.0098281235014874, 1.134307526199435, 2.8897598921619894
1178, 3.4413212445232033, 3.472624882792462, 4.965170308535792
1179, 2.9174932298663263, 1.0144113824349619, 4.994707211039587
1180, 4.996677995326324, 2.3785354083806127, 3.6998743068873403
1181, 1.0633292658443487, 4.87713538574208, 4.8417391404683565
1182, 4.943582019528481, 1.0036160484840064, 2.6432348688555893
1183, 2.898262233981754, 2.882122802713341, 4.915621965177825
1184, 1.2251968974508773, 3.3660654367239418, 1.1078452236474594
1185, 2.1244932929621285, 2.950387393577332, 4.859812482912858
1186, 4.998320511088656, 2.065180404400811, 4.394896099723775
1187, 4.404315464274535, 4.272362763275449, 4.996375634152741
1188, 2.603308027030751, 2.8112666800217383, 4.8371773279239525
1189, 1.113545405822386, 1.0025951934317807, 1.3642683378404914
1190, 1.4728217277128741, 4.236068497701236, 4.979941112748986
1191, 4.324304843969912, 4.997661794153723, 1.0448111268952363
1192, 3.29902206956728, 4.417240811420954, 4.992450230028299
1193, 1.11362269396237, 4.763542963258598, 1.0158738060043986
1194, 3.76107096251126, 4.999735834462166, 1.019210262563831
1195, 4.739932396982258, 1.0670435299229228, 4.9951410595065315
1196, 4.975664436462178, 4.828619163585249, 4.8086631187558035
1197, 1.6916953782229098, 4.825393325541797, 4.999539143943234
1198, 1.0004205677652378, 2.2016074757006394, 1.2461539162784903
1199, 1.8819806629963394, 4.958130629042455, 3.7755032884908872
1200, 1.1364473851192456, 3.5993441041497607, 4.812918500789272
1201, 1.0072070685353598, 1.0004096654872836, 3.787358888421366
1202, 2.3658089678542917, 1.0125542915506551, 4.9691641717426664
1203, 2.2034596218330487, 1.0132088097890564, 1.4830476421772345
1204, 4.405522788423101, 2.0005555694500456, 3.748482364284756
1205, 4.765242312206957, 2.6791385269931918, 1.0158458352667739
1206, 2.3293290058980296, 1.0, 2.597659025864755
1207, 4.043021885469623, 1.2208282026118904, 4.376235971218419
1208, 4.210278673619298, 4.875237513641216, 4.991460006800831
1209, 2.756273873831261, 4.985047360882765, 4.999955097575226
1210, 4.999965613883865, 1.0142184354336208, 1.4631390011654923
1211, 1.205853021842972, 4.362978870450884, 1.0572913710247036
1212, 1.0702662385539703, 1.9750571949974782, 3.793492391815847
1213, 2.87386833696667, 2.9321451915925567, 4.850430878966719
1214, 1.1151984308595975, 1.1387466515306481, 4.997809327230974
1215, 4.732127739919257, 4.789257177756273, 4.966989379937106
1216, 2.0682579335930793, 2.4993318718459556, 4.996652269644145
1217, 4.996328311594443, 1.0013959909347787, 4.190164816466225
1218, 1.0395141171501763, 1.825336846074721, 1.8436174163247545
1219, 4.948212456733551, 4.978202405585978, 1.0214652588559794
1220, 4.958343438385464, 1.1856617455848433, 3.548191768387076
1221, 4.985632703740449, 1.0200259961350513, 3.5245468885158564
1222, 4.753436027860202, 1.0075556987486072, 2.0682531642195676
1223, 1.4451566868695462, 1.0047507710378247, 3.0410564480889923
1224, 4.8267912044192425, 1.0001797209854244, 4.851278933466771
1225, 5.0, 3.312510945485507, 4.982822920716873
1226, 4.961516541525168, 2.7109603352212432, 1.0087137379507223
1227, 2.993557887726604, 2.189496421341104, 1.2825198084269651
1228, 1.0029993942238236, 4.97349283725091, 1.4530795982151068
1229, 4.99431142712705, 2.215911796291495, 4.886321455887204
1230, 1.907846027803155, 1.0069617049463797, 1.0019884540376693
1231, 1.0372676156835967, 4.224824914484288, 2.6570371078834323
1232, 1.0032299937840403, 1.7640861719661929, 1.0235243239008878
1233, 4.997708530681717, 3.098904580436695, 4.841515057351114
1234, 4.9954463725860725, 1.0397462367642782, 1.3786706361649295
1235, 3.0515225331208797, 1.0628413886341204, 2.591092626407389
1236, 1.056156564573947, 4.876067400237416, 1.002483074007472
1237, 4.976127420952807, 4.962247883070898, 4.645821348989076
1238, 4.9683831966990555, 4.707501874560499, 1.0786081892286328
1239, 4.836724192238228, 1.0093951792896811, 1.1535425989985066
1240, 4.576641405662543, 4.2563748363775975, 3.835277125385163
1241, 4.414091604157582, 3.229697807642708, 3.6653823972311783
1242, 1.007606787085048, 2.2700579303524013, 4.855186056876278
1243, 4.779083108002188, 1.0721265927432329, 2.8932041762987373
1244, 2.441309235343898, 4.969034762498115, 4.8674405710053525
1245, 1.0036139402731874, 1.0313527407135368, 1.0737993163273492
1246, 4.987506760281044, 4.997895781316076, 4.980756764867038
1247, 4.75920952310987, 1.8192515880645452, 1.0038028696922427
1248, 1.1194433068487935, 2.9347147317096005, 1.0133808496257006
1249, 4.9454427821747595, 4.996526296067404, 1.004019294883498
1250, 4.9974556341688405, 1.003385927326481, 4.988157502335017
1251, 1.0026875133440736, 2.2248313008604406, 4.9963877550616695
1252, 4.90164215339428, 1.0252196131480842, 1.0563324377828904
1253, 1.5986749063556152, 4.9886183964607556, 4.98865711538395
1254, 4.806370525818519, 4.872731386602119, 4.6901686155065025
1255, 3.8967913445807647, 4.942843781352737, 4.2513222770344825
1256, 4.580382707051175, 4.86148784137846, 2.2878391001893164
1257, 4.999446277530703, 1.0075797910408062, 1.6765052385091048
1258, 1.023005218160688, 1.176210363227604, 4.851190947197625
1259, 4.9467165740928944, 2.7082276567223302, 1.6859288820233176
1260, 3.812427967666583, 4.994523908846099, 4.912070814682358
1261, 4.95460263242624, 2.4285272593201985, 4.999963784553834
1262, 4.990852299372521, 2.5448120568877837, 1.0020030836244123
1263, 2.727395523886341, 4.925834722530649, 4.999928878988055
1264, 1.0108386397461055, 1.1575496625889048, 4.994382992107353
1265, 1.732238767599134, 4.7410010369073365, 4.307534157320474
1266, 4.824404088141785, 4.224133109886919, 1.074111617603531
1267, 4.999317564838374, 1.000134088797443, 4.848174579076586
1268, 2.800638290096318, 4.378115224383169, 4.999555298145407
1269, 4.722942439638084, 4.969474546170453, 2.922607854302399
1270, 4.960648286252047, 1.0028419949977465, 4.997476901723779
1271, 4.0934498425668435, 1.0123560332737305, 1.8701260768028998
1272, 2.7932096487349227, 2.6472501477978136, 1.00123851616964
1273, 3.6593219550910026, 4.915242088948834, 4.983007569117042
1274, 4.473198124317606, 2.258259462335024, 3.4305350089480195
1275, 1.94349955127051, 1.0030632381807816, 2.5296441198196593
1276, 3.942848178002147, 1.112751741211643, 1.0030094806211902
1277, 1.013041999189595, 1.4041414504969134, 1.3416146865612117
1278, 1.0079265406112508, 4.7690816176003645, 1.0474670119376894
1279, 4.991723236382435, 1.2269924367437457, 4.982612138394179
1280, 2.6388838034331688, 1.0026054907781992, 4.761121538714977
1281, 4.4245701453046555, 1.452522379430237, 1.1324520479786258
1282, 4.852063134699273, 1.0675217316301249, 1.0039834094763238
1283, 2.817592737142131, 1.1803977694851566, 1.0153204457633542
1284, 1.0030983604711334, 4.506502758302892, 4.586018719377153
1285, 4.1699591049782025, 3.1840360128244, 4.974922860112528
1286, 4.826881775773786, 4.161057516978231, 1.7012680268148963
1287, 4.23246392520718, 4.995949310148131, 1.2556370479325565
1288, 1.0163577046748993, 1.1963442734046166, 4.998707686564918
1289, 4.817877703355439, 1.794518483433915, 1.014096511504778
1290, 1.1120428114727665, 4.797293325836973, 3.3478382812238845
1291, 1.0888694183620877, 4.754942796717725, 1.09674264321364
1292, 4.998562875718199, 4.395996170063304, 4.979547202026203
1293, 1.285997155848708, 4.178450257520659, 4.437780798080223
1294, 4.921143198445821, 4.962684370828224, 2.119392518106442
1295, 1.0023980523778506, 4.9294081588764165, 2.337949010270598
1296, 1.146094095624408, 4.9962177689621905, 2.897915572723527
1297, 1.0423019922743826, 4.990198740290421, 4.996680325599479
1298, 1.0111390236673616, 4.134936980869668, 1.0027464818482492
1299, 1.0171215524751325, 4.915041101924488, 1.1121151328582413
1300, 4.790410216720016, 4.971817982542375, 2.0463064530627344
1301, 4.998102049087988, 1.0002747684366082, 3.2971107777108877
1302, 1.027561368382579, 4.855849461400513, 4.999705969485716
1303, 4.741866182890358, 1.1032838916872265, 1.010621541259577
1304, 2.18073005127489, 1.0577356764789907, 4.995351106158402
1305, 1.0017086123708576, 4.912077843983858, 4.6428791105553495
1306, 4.18116951625304, 4.707202625117, 4.997818812399061
1307, 1.0286865206864657, 4.462961339096804, 3.921630014775188
1308, 1.0286593693513437, 2.8721851762200363, 3.2751584004350014
1309, 1.0402928839951815, 4.961035750773403, 1.0014098917130463
1310, 1.0019312642448932, 1.0146391211644303, 1.1170373470051276
1311, 4.312064219586551, 3.9000154731328145, 3.099112781093405
1312, 4.9886594052435544, 4.998613705811708, 4.854312860347072
1313, 3.7227594252774407, 4.576459680102338, 4.892134006973264
1314, 1.8599436940476877, 3.7652578423586998, 4.998345919028131
1315, 4.937687931955264, 4.996444766204352, 1.2704193117453828
1316, 4.933384029597066, 1.4194824219599893, 3.147800106188229
1317, 2.351607227681035, 4.988408924439968, 1.0384246575864076
1318, 2.418703676019639, 1.65070365715753, 4.998118609041198
1319, 4.99784833502275, 2.6356467675589967, 1.0866493169255977
1320, 2.6070274478367335, 3.719302435375803, 3.1001804209056893
1321, 2.3887833260054783, 4.994489008575251, 1.1450342364158124
1322, 3.6738772072088226, 1.0112036264700086, 4.723145003971544
1323, 1.1750946276690557, 1.0019630017279273, 1.065519346571738
1324, 1.0047983916843153, 1.1465363145033818, 4.647722575467489
1325, 3.332142665068043, 4.941881399223023, 4.988860203306622
1326, 3.5920161575828145, 4.8299051726211735, 3.5059096366200606
1327, 4.911379032264863, 3.8676543809613144, 4.999278915425283
1328, 2.468682151918606, 1.62073990829879, 1.0007757830256383
1329, 4.984581753356459, 1.0255919902713317, 3.6754028232837057
1330, 4.8742047370848045, 2.469880054497892, 4.999581470143095
1331, 4.817083915339065, 4.843483166185042, 1.1611395316643176
